"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003
"34017018302","Census Tract 183.02","Census Tract 183.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002376",,,,,"34","017",,,,"018302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018302",,,"177208","652447",789,0,789,0,100
"34017018400","Census Tract 184","Census Tract 184, Hudson County, New Jersey","nj","140","00","ACSSF","0002377",,,,,"34","017",,,,"018400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018400",,,"564385","0",757,0,757,0,100
"34017018500","Census Tract 185","Census Tract 185, Hudson County, New Jersey","nj","140","00","ACSSF","0002378",,,,,"34","017",,,,"018500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018500",,,"360468","0",640,52,588,8.12,91.88
"34017018600","Census Tract 186","Census Tract 186, Hudson County, New Jersey","nj","140","00","ACSSF","0002379",,,,,"34","017",,,,"018600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018600",,,"94501","0",400,0,400,0,100
"34017018701","Census Tract 187.01","Census Tract 187.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002380",,,,,"34","017",,,,"018701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018701",,,"292793","0",157,7,150,4.46,95.54
"34017018702","Census Tract 187.02","Census Tract 187.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002381",,,,,"34","017",,,,"018702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018702",,,"164436","0",509,116,393,22.79,77.21
"34017018800","Census Tract 188","Census Tract 188, Hudson County, New Jersey","nj","140","00","ACSSF","0002382",,,,,"34","017",,,,"018800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018800",,,"166365","0",379,0,379,0,100
"34017018900","Census Tract 189","Census Tract 189, Hudson County, New Jersey","nj","140","00","ACSSF","0002383",,,,,"34","017",,,,"018900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018900",,,"196889","0",476,10,466,2.1,97.9
"34017019000","Census Tract 190","Census Tract 190, Hudson County, New Jersey","nj","140","00","ACSSF","0002384",,,,,"34","017",,,,"019000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019000",,,"221599","0",801,477,324,59.55,40.45
"34017019100","Census Tract 191","Census Tract 191, Hudson County, New Jersey","nj","140","00","ACSSF","0002385",,,,,"34","017",,,,"019100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019100",,,"152522","0",376,0,376,0,100
"34017019200","Census Tract 192","Census Tract 192, Hudson County, New Jersey","nj","140","00","ACSSF","0002386",,,,,"34","017",,,,"019200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019200",,,"274683","0",607,0,607,0,100
"34017019300","Census Tract 193","Census Tract 193, Hudson County, New Jersey","nj","140","00","ACSSF","0002387",,,,,"34","017",,,,"019300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019300",,,"148765","0",246,0,246,0,100
"34017019400","Census Tract 194","Census Tract 194, Hudson County, New Jersey","nj","140","00","ACSSF","0002388",,,,,"34","017",,,,"019400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019400",,,"108410","0",277,52,225,18.77,81.23
"34017019800","Census Tract 198","Census Tract 198, Hudson County, New Jersey","nj","140","00","ACSSF","0002389",,,,,"34","017",,,,"019800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019800",,,"4273674","473716",1487,0,1487,0,100
"34017019900","Census Tract 199","Census Tract 199, Hudson County, New Jersey","nj","140","00","ACSSF","0002390",,,,,"34","017",,,,"019900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017019900",,,"5366299","501378",886,46,840,5.19,94.81
"34017020000","Census Tract 200","Census Tract 200, Hudson County, New Jersey","nj","140","00","ACSSF","0002391",,,,,"34","017",,,,"020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017020000",,,"1315392","0",784,54,730,6.89,93.11
"34017020100","Census Tract 201","Census Tract 201, Hudson County, New Jersey","nj","140","00","ACSSF","0002392",,,,,"34","017",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017020100",,,"4134966","881946",395,52,343,13.16,86.84
"34017032400","Census Tract 324","Census Tract 324, Hudson County, New Jersey","nj","140","00","ACSSF","0002393",,,,,"34","017",,,,"032400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017032400",,,"339144","0",1345,398,947,29.59,70.41
"34017980100","Census Tract 9801","Census Tract 9801, Hudson County, New Jersey","nj","140","00","ACSSF","0002394",,,,,"34","017",,,,"980100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017980100",,,"2952505","4003633",0,0,0,,
"34019010100","Census Tract 101","Census Tract 101, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002395",,,,,"34","019",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010100",,,"81961516","337423",1286,0,1286,0,100
"34019010200","Census Tract 102","Census Tract 102, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002396",,,,,"34","019",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010200",,,"83876029","711517",1393,27,1366,1.94,98.06
"34019010300","Census Tract 103","Census Tract 103, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002397",,,,,"34","019",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010300",,,"7907253","31702",493,40,453,8.11,91.89
"34019010400","Census Tract 104","Census Tract 104, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002398",,,,,"34","019",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010400",,,"55975677","385595",1009,27,982,2.68,97.32
"34019010500","Census Tract 105","Census Tract 105, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002399",,,,,"34","019",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010500",,,"60784407","1296856",1122,63,1059,5.61,94.39
"34019010600","Census Tract 106","Census Tract 106, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002400",,,,,"34","019",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010600",,,"74372983","793160",1181,19,1162,1.61,98.39
"34019010701","Census Tract 107.01","Census Tract 107.01, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002401",,,,,"34","019",,,,"010701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010701",,,"48601606","4825721",899,30,869,3.34,96.66
"34019010702","Census Tract 107.02","Census Tract 107.02, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002402",,,,,"34","019",,,,"010702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010702",,,"59660440","363339",583,6,577,1.03,98.97
"34019010801","Census Tract 108.01","Census Tract 108.01, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002403",,,,,"34","019",,,,"010801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010801",,,"3487392","237102",599,14,585,2.34,97.66
"34019010802","Census Tract 108.02","Census Tract 108.02, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002404",,,,,"34","019",,,,"010802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010802",,,"2336246","821",396,37,359,9.34,90.66
"34019010900","Census Tract 109","Census Tract 109, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002405",,,,,"34","019",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019010900",,,"6193210","102515",767,188,579,24.51,75.49
"34019011001","Census Tract 110.01","Census Tract 110.01, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002406",,,,,"34","019",,,,"011001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011001",,,"31646760","965764",1098,17,1081,1.55,98.45
"34019011002","Census Tract 110.02","Census Tract 110.02, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002407",,,,,"34","019",,,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011002",,,"45712653","9395890",1126,62,1064,5.51,94.49
"34019011100","Census Tract 111","Census Tract 111, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002408",,,,,"34","019",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011100",,,"36425608","378290",878,0,878,0,100
"34019011201","Census Tract 112.01","Census Tract 112.01, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002409",,,,,"34","019",,,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011201",,,"58452283","180513",1521,0,1521,0,100
"34019011202","Census Tract 112.02","Census Tract 112.02, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002410",,,,,"34","019",,,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011202",,,"28293323","146571",665,7,658,1.05,98.95
"34019011301","Census Tract 113.01","Census Tract 113.01, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002411",,,,,"34","019",,,,"011301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011301",,,"43570238","309866",1452,33,1419,2.27,97.73
"34019011302","Census Tract 113.02","Census Tract 113.02, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002412",,,,,"34","019",,,,"011302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011302",,,"35872680","75880",1752,267,1485,15.24,84.76
"34019011303","Census Tract 113.03","Census Tract 113.03, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002413",,,,,"34","019",,,,"011303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011303",,,"6700175","31224",914,15,899,1.64,98.36
"34019011304","Census Tract 113.04","Census Tract 113.04, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002414",,,,,"34","019",,,,"011304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011304",,,"10934102","28223",821,78,743,9.5,90.5
"34019011400","Census Tract 114","Census Tract 114, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002415",,,,,"34","019",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011400",,,"2790694","0",976,369,607,37.81,62.19
"34019011500","Census Tract 115","Census Tract 115, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002416",,,,,"34","019",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011500",,,"93586441","1836948",941,58,883,6.16,93.84
"34019011600","Census Tract 116","Census Tract 116, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002417",,,,,"34","019",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011600",,,"96352442","1207843",887,41,846,4.62,95.38
"34019011700","Census Tract 117","Census Tract 117, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002418",,,,,"34","019",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011700",,,"73697969","265484",558,11,547,1.97,98.03
"34019011800","Census Tract 118","Census Tract 118, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002419",,,,,"34","019",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011800",,,"56064927","510284",574,0,574,0,100
"34019011900","Census Tract 119","Census Tract 119, Hunterdon County, New Jersey","nj","140","00","ACSSF","0002420",,,,,"34","019",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34019011900",,,"2808277","363990",324,18,306,5.56,94.44
"34021000100","Census Tract 1","Census Tract 1, Mercer County, New Jersey","nj","140","00","ACSSF","0002421",,,,,"34","021",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000100",,,"1151401","338579",892,298,594,33.41,66.59
"34021000200","Census Tract 2","Census Tract 2, Mercer County, New Jersey","nj","140","00","ACSSF","0002422",,,,,"34","021",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000200",,,"500237","0",1182,524,658,44.33,55.67
"34021000300","Census Tract 3","Census Tract 3, Mercer County, New Jersey","nj","140","00","ACSSF","0002423",,,,,"34","021",,,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000300",,,"647607","0",1242,348,894,28.02,71.98
"34021000400","Census Tract 4","Census Tract 4, Mercer County, New Jersey","nj","140","00","ACSSF","0002424",,,,,"34","021",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000400",,,"519752","0",1554,912,642,58.69,41.31
"34021000500","Census Tract 5","Census Tract 5, Mercer County, New Jersey","nj","140","00","ACSSF","0002425",,,,,"34","021",,,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000500",,,"407773","0",1614,578,1036,35.81,64.19
"34021000600","Census Tract 6","Census Tract 6, Mercer County, New Jersey","nj","140","00","ACSSF","0002426",,,,,"34","021",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000600",,,"630641","0",1025,289,736,28.2,71.8
"34021000700","Census Tract 7","Census Tract 7, Mercer County, New Jersey","nj","140","00","ACSSF","0002427",,,,,"34","021",,,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000700",,,"333070","0",996,286,710,28.71,71.29
"34021000800","Census Tract 8","Census Tract 8, Mercer County, New Jersey","nj","140","00","ACSSF","0002428",,,,,"34","021",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000800",,,"517419","0",536,211,325,39.37,60.63
"34021000900","Census Tract 9","Census Tract 9, Mercer County, New Jersey","nj","140","00","ACSSF","0002429",,,,,"34","021",,,,"000900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021000900",,,"1338738","0",630,459,171,72.86,27.14
"34021001000","Census Tract 10","Census Tract 10, Mercer County, New Jersey","nj","140","00","ACSSF","0002430",,,,,"34","021",,,,"001000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001000",,,"884546","203483",679,199,480,29.31,70.69
"34021001101","Census Tract 11.01","Census Tract 11.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002431",,,,,"34","021",,,,"001101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001101",,,"749833","365623",611,278,333,45.5,54.5
"34021001102","Census Tract 11.02","Census Tract 11.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002432",,,,,"34","021",,,,"001102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001102",,,"559807","39423",1059,604,455,57.03,42.97
"34021001200","Census Tract 12","Census Tract 12, Mercer County, New Jersey","nj","140","00","ACSSF","0002433",,,,,"34","021",,,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001200",,,"1351485","561597",785,57,728,7.26,92.74
"34021001300","Census Tract 13","Census Tract 13, Mercer County, New Jersey","nj","140","00","ACSSF","0002434",,,,,"34","021",,,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001300",,,"2292663","23603",766,223,543,29.11,70.89
"34021001401","Census Tract 14.01","Census Tract 14.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002435",,,,,"34","021",,,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001401",,,"941842","32893",1217,689,528,56.61,43.39
"34021001402","Census Tract 14.02","Census Tract 14.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002436",,,,,"34","021",,,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001402",,,"368703","0",533,292,241,54.78,45.22
"34021001500","Census Tract 15","Census Tract 15, Mercer County, New Jersey","nj","140","00","ACSSF","0002437",,,,,"34","021",,,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001500",,,"627775","2393",781,466,315,59.67,40.33
"34021001600","Census Tract 16","Census Tract 16, Mercer County, New Jersey","nj","140","00","ACSSF","0002438",,,,,"34","021",,,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001600",,,"303130","8128",386,134,252,34.72,65.28
"34021001700","Census Tract 17","Census Tract 17, Mercer County, New Jersey","nj","140","00","ACSSF","0002439",,,,,"34","021",,,,"001700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001700",,,"995307","0",954,320,634,33.54,66.46
"34021001800","Census Tract 18","Census Tract 18, Mercer County, New Jersey","nj","140","00","ACSSF","0002440",,,,,"34","021",,,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001800",,,"1159611","10550",869,360,509,41.43,58.57
"34021001900","Census Tract 19","Census Tract 19, Mercer County, New Jersey","nj","140","00","ACSSF","0002441",,,,,"34","021",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021001900",,,"695726","15677",556,339,217,60.97,39.03
"34021002000","Census Tract 20","Census Tract 20, Mercer County, New Jersey","nj","140","00","ACSSF","0002442",,,,,"34","021",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002000",,,"512398","8193",501,45,456,8.98,91.02
"34021002100","Census Tract 21","Census Tract 21, Mercer County, New Jersey","nj","140","00","ACSSF","0002443",,,,,"34","021",,,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002100",,,"933849","1829",907,327,580,36.05,63.95
"34021002200","Census Tract 22","Census Tract 22, Mercer County, New Jersey","nj","140","00","ACSSF","0002444",,,,,"34","021",,,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002200",,,"1163978","8770",1217,195,1022,16.02,83.98
"34021002400","Census Tract 24","Census Tract 24, Mercer County, New Jersey","nj","140","00","ACSSF","0002445",,,,,"34","021",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002400",,,"41134","0",0,0,0,,
"34021002500","Census Tract 25","Census Tract 25, Mercer County, New Jersey","nj","140","00","ACSSF","0002446",,,,,"34","021",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002500",,,"10231537","1528805",1132,88,1044,7.77,92.23
"34021002601","Census Tract 26.01","Census Tract 26.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002447",,,,,"34","021",,,,"002601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002601",,,"1898399","0",1338,263,1075,19.66,80.34
"34021002602","Census Tract 26.02","Census Tract 26.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002448",,,,,"34","021",,,,"002602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002602",,,"1931899","7108",741,114,627,15.38,84.62
"34021002701","Census Tract 27.01","Census Tract 27.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002449",,,,,"34","021",,,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002701",,,"2557010","1675",922,134,788,14.53,85.47
"34021002702","Census Tract 27.02","Census Tract 27.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002450",,,,,"34","021",,,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002702",,,"5399798","15413",753,138,615,18.33,81.67
"34021002800","Census Tract 28","Census Tract 28, Mercer County, New Jersey","nj","140","00","ACSSF","0002451",,,,,"34","021",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002800",,,"2317332","1972",2012,684,1328,34,66
"34021002902","Census Tract 29.02","Census Tract 29.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002452",,,,,"34","021",,,,"002902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002902",,,"4962395","111085",951,127,824,13.35,86.65
"34021002903","Census Tract 29.03","Census Tract 29.03, Mercer County, New Jersey","nj","140","00","ACSSF","0002453",,,,,"34","021",,,,"002903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002903",,,"5577040","62121",642,65,577,10.12,89.88
"34021002904","Census Tract 29.04","Census Tract 29.04, Mercer County, New Jersey","nj","140","00","ACSSF","0002454",,,,,"34","021",,,,"002904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021002904",,,"7597739","49442",898,119,779,13.25,86.75
"34021003001","Census Tract 30.01","Census Tract 30.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002455",,,,,"34","021",,,,"003001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003001",,,"26068850","176741",1021,0,1021,0,100
"34021003002","Census Tract 30.02","Census Tract 30.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002456",,,,,"34","021",,,,"003002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003002",,,"6002548","555",961,0,961,0,100
"34021003003","Census Tract 30.03","Census Tract 30.03, Mercer County, New Jersey","nj","140","00","ACSSF","0002457",,,,,"34","021",,,,"003003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003003",,,"7953705","78072",912,45,867,4.93,95.07
"34021003004","Census Tract 30.04","Census Tract 30.04, Mercer County, New Jersey","nj","140","00","ACSSF","0002458",,,,,"34","021",,,,"003004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003004",,,"4133284","0",866,154,712,17.78,82.22
"34021003006","Census Tract 30.06","Census Tract 30.06, Mercer County, New Jersey","nj","140","00","ACSSF","0002459",,,,,"34","021",,,,"003006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003006",,,"4843827","154145",1073,0,1073,0,100
"34021003007","Census Tract 30.07","Census Tract 30.07, Mercer County, New Jersey","nj","140","00","ACSSF","0002460",,,,,"34","021",,,,"003007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003007",,,"2042607","0",625,21,604,3.36,96.64
"34021003008","Census Tract 30.08","Census Tract 30.08, Mercer County, New Jersey","nj","140","00","ACSSF","0002461",,,,,"34","021",,,,"003008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003008",,,"4002807","0",846,50,796,5.91,94.09
"34021003009","Census Tract 30.09","Census Tract 30.09, Mercer County, New Jersey","nj","140","00","ACSSF","0002462",,,,,"34","021",,,,"003009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003009",,,"4623636","75545",785,17,768,2.17,97.83
"34021003100","Census Tract 31","Census Tract 31, Mercer County, New Jersey","nj","140","00","ACSSF","0002463",,,,,"34","021",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003100",,,"2997700","99908",898,44,854,4.9,95.1
"34021003201","Census Tract 32.01","Census Tract 32.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002464",,,,,"34","021",,,,"003201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003201",,,"7430358","15969",1259,0,1259,0,100
"34021003202","Census Tract 32.02","Census Tract 32.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002465",,,,,"34","021",,,,"003202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003202",,,"8576485","222954",891,0,891,0,100
"34021003301","Census Tract 33.01","Census Tract 33.01, Mercer County, New Jersey","nj","140","00","ACSSF","0002466",,,,,"34","021",,,,"003301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003301",,,"11932459","39541",1094,14,1080,1.28,98.72
"34021003302","Census Tract 33.02","Census Tract 33.02, Mercer County, New Jersey","nj","140","00","ACSSF","0002467",,,,,"34","021",,,,"003302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003302",,,"25330881","288962",1765,20,1745,1.13,98.87
"34021003400","Census Tract 34","Census Tract 34, Mercer County, New Jersey","nj","140","00","ACSSF","0002468",,,,,"34","021",,,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34021003400",,,"2212967","0",370,33,337,8.92,91.08
